570306133677760513,0
570301130888122368,1
570301083672813571,0
570301031407624196,-1
570300817074462722,-1
570300767074181121,-1
570300616901320704,1
570300248553349120,0
570299953286942721,1
570295459631263746,1
570294189143031808,0
570289724453216256,1
570289584061480960,1
570287408438120448,1
570285904809598977,1
570282469121007616,-1
570277724385734656,1
570276917301137409,-1
570270684619923457,1
570267956648792064,1
570265883513384960,-1
570264145116819457,1
570259420287868928,1
570258822297579520,0
570256553502068736,-1
570249102404923392,-1
570239632807370753,-1
570217831557677057,0
570207886493782019,-1
570124596180955136,0
570114021854212096,-1
570094701371469825,0
570088404156698625,-1
570084582780899328,-1
570076792993611776,1
570051991277342720,0
570051381534396416,1
570045393565691904,1
570038941497192448,0
570035876845084672,-1
570033593394667521,1
570025482344898560,-1
570016304284901379,0
570015408788414464,0
570013523650048002,0
570012257549070337,1
570011341483843584,0
570010571707256832,1
570010539499393025,0
570009713447825408,0
570009035455344640,0
570006886012973056,1
570004391731847169,0
570001194900426752,0
570000071644872704,0
569996412286582784,-1
569996245462159361,1
569990222609412097,1
569990163209850881,0
569989504431316993,0
569989321698074624,0
569989034501500928,-1
569987622484848640,0
569986782567071744,0
569986348041547778,1
569982307634794497,0
569976620158578688,-1
569973821396152323,-1
569972508499283968,1
569967019958730753,-1
569961866224652288,0
569949891163615232,0
569948966873370625,0
569946362126602240,-1
569942903683813376,1
569941957490774016,1
569940834994401280,0
569940323746516993,0
569935232033366017,-1
569934395865493504,0
569933816963342337,-1
569933777931145216,1
569933405506310144,-1
569933360564342784,-1
569929243146088448,-1
569926998824394752,-1
569923394990419968,0
569922008588222465,0
569920824905306113,0
569919041244147712,-1
569915941192015872,0
569913339427434496,0
569911816937033728,-1
569911674158731264,-1
569911218942517248,0
569910981868060673,-1
569909224521641984,-1
569907336485019648,-1
569896805611089920,-1
569894449620369408,-1
569894407001939968,0
569892199690678272,-1
569891469210755074,0
569891436100874241,-1
569887310713479168,-1
569887049446076416,1
569884551712886785,-1
569884407852437504,-1
569881548515708928,0
569873669700358144,1
569873668131717120,0
569873665640292353,1
569873664612704256,0
569872058613673984,1
569861209781989377,1
569847920192655361,-1
569814339785338880,1
569777607371128834,1
569774078233419776,1
569770363623575552,1
569748316776325120,-1
569741221783957504,-1
569737603617943552,-1
569714127792254976,1
569675144353828864,1
569674358135914496,0
569666477265018881,-1
569652497947734017,1
569649116487290880,0
569643262459269120,0
569642845516275712,-1
569634318349246464,-1
569633630978310145,0
569633279546036224,-1
569630092273410048,-1
569627480425766912,-1
569625739231948800,1
569625609799774208,0
569620102389350401,1
569619569372823552,-1
569618527948115968,-1
569616490380439552,1
569615109363929088,0
569614365755899905,-1
569614024578600960,1
569609971383586817,-1
569608328998887424,-1
569599867716132864,1
569596445680115712,1
569596097540132864,-1
569594386066984960,-1
569586660909973504,0
569580805036453888,1
569575679722786816,0
569575003248676864,0
569574973662232576,0
569574961158815745,0
569572942381649920,-1
569572740723712001,-1
569566981835218944,-1
569564853460807680,-1
569564610837086209,-1
569562202405019650,-1
569541127340040192,-1
569540405676654592,-1
569494748341407744,-1
569482263345307648,0
569477692166316033,-1
569461469042966528,-1
569459618881019905,0
569452063920226304,0
569447071910105089,0
569429411646156800,0
569369239183872000,-1
569368160291463168,-1
569356387785900032,0
569354267854704641,1
569351220097216512,-1
569348775631675392,-1
569324558999691264,0
569323106210152448,0
569323082701275138,-1
569318651502989312,-1
569318130356502528,1
569316358845911040,1
569311498301870080,0
569311060903268352,-1
569310635986546688,-1
569305113589714944,0
569304436612444160,1
569304208534597632,0
569304030847090688,-1
569303931916038144,-1
569298165855338497,1
569290361870426112,-1
569282249717194754,-1
569277854950817792,-1
569277352129138688,-1
569263837448269826,-1
569262527281913857,1
569262225900359680,-1
569261347688607744,1
569261128532041728,0
569260526976544768,1
569253311813185537,1
569253236093267969,1
569250469178175488,1
569248437050302464,0
569248400836726786,1
569247769166266368,-1
569247394002563072,-1
569244860286263297,-1
569240250192670720,1
569238877178716161,-1
569237252154372097,-1
569236471690829825,0
569236251129163777,-1
569230983075115010,-1
569229785500680192,-1
569226875349835776,-1
569224234150404096,-1
569223788639821824,-1
569222494952886272,1
569221440794271745,1
569221156504530944,-1
569220232293720066,0
569218762907324416,-1
569212570478911489,1
569211675108179968,-1
569209566715469824,1
569208480793567233,1
569205125278859265,1
569204272795004928,-1
569202691185909760,1
569201943131738113,1
569200619430420480,1
569200606595952640,-1
569198782421663745,-1
569198104806699008,1
569197967959154688,1
569197611393163264,0
569197515993534464,0
569192778468626432,-1
569182336715243520,-1
569180623165915137,1
569179517522046977,-1
569176777056079874,1
569165709516759042,1
569110766235877376,1
569083230361673728,-1
569028851860254720,-1
569022319437357056,-1
569020707113476096,1
569018352464588800,0
569011849976348672,1
568989005162766337,0
568977439398821888,0
568977175149293570,0
568972394297077760,1
568945958970531840,-1
568945265899483136,0
568943244027006976,0
568942331921092608,-1
568940002849255425,-1
568929979981033472,1
568929026644975616,-1
568928741298012160,-1
568928605226426370,0
568926018049691648,0
568923762764095488,1
568920614716600320,0
568920221882257408,0
568911350656675841,1
568910590921609216,1
568901823215448064,-1
568898405189038080,0
568897315458691072,1
568890074164809728,1
568890062286385153,0
568884848632279041,0
568882014415249408,-1
568874645564362752,1
568868127364096000,-1
568867068331864064,0
568865011717705730,0
568864815654899712,0
568855933360607232,0
568853685855334400,-1
568850967673896960,-1
568850943359496192,-1
568847512372514816,0
568845553104068609,0
568840724700995584,-1
568840560347373569,1
568838020041809920,0
568837602071203840,0
568833739192557569,0
568830466830151680,0
568830133626253312,-1
568828648687591424,0
568828112626012160,0
568824637267685377,-1
568823689422053376,0
568815689684815873,1
568812046747201537,-1
568811384437411840,-1
568805696780824576,1
568803996774879232,1
568802396907835393,1
568800805475782656,0
568795484283736064,0
568795139512127488,1
568792520337039360,0
568791035297468416,1
568790164404899840,-1
568781819233091584,0
568775898234798081,-1
568769672922812418,-1
568735060104511488,0
568689188377403392,0
568663147189415936,-1
568662343170674688,-1
568646087361355776,0
568643040073506816,1
568633361595412481,1
568632394929958912,0
568630879246901248,0
568629385105793024,0
568626625857728513,0
568608718994026496,-1
568607562251108352,0
568605449659895808,1
568604690767872000,1
568602941940043776,1
568595620002279424,-1
568585196699664384,-1
568579880046227457,0
568577243200376833,0
568576829000425472,-1
568572344056180737,0
568571772251082752,0
568553610981740544,1
568543525505089536,1
568541317816561664,0
568536882012749824,-1
568532221180534784,-1
568526847320784896,-1
568525368572817408,1
568522203198697474,-1
568519971971538945,-1
568518985056002049,-1
568517565548339200,-1
568517447847780353,0
568511755040657409,-1
568511474580066304,-1
568496820604821505,-1
568495808053702656,0
568492682152189952,0
568491256508231680,1
568490223417602050,1
568483591623208961,0
568483491819753472,0
568481985221537792,1
568478510538493952,1
568476562376531969,0
568472719102234624,0
568469942711885825,-1
568463892453724160,-1
568463244035289088,-1
568460512553353216,1
568458513636134913,-1
568457140894969856,-1
568456334581981184,-1
568452676452806656,0
568452186977361921,1
568451468560187393,1
568447216156692480,-1
568440278853525504,0
568437415603507200,1
568434482270707712,1
568432117539065856,0
568429677779365888,1
568428224813916160,0
568423029371334656,-1
568406048777900032,1
568392783922372608,1
568391084210036736,0
568382154071089154,0
568364437599436800,0
568349321634013184,0
568307768551026688,0
568303606710956032,1
568279994876571649,1
568265552583479296,0
568259485413715969,-1
568245360998658048,1
568240364315783168,-1
568239036533497856,1
568218962833461248,-1
568216286561374208,-1
568209028188233728,0
568204964742496256,1
568203174198284288,0
568199730989174784,0
568195292803129345,1
568193116437483520,0
568189531033174016,1
568174745293709313,-1
568165573869199361,-1
568157680696729600,-1
568150150289461249,0
568148652352544769,-1
568146157534367744,1
568144330268868608,0
568142526110019584,0
568140092453179394,1
568140010458894338,1
568136946016522240,-1
568132935037132800,-1
568132204712370178,-1
568122723915862016,0
568120102660341760,1
568119079371997186,1
568114097142652928,0
568104519633993728,0
568104264733573122,-1
568101393111891968,0
568100257931747328,1
568100090390425600,0
568095440517754881,1
568093957080551424,1
568088472772157440,0
568086068328681473,0
568083179023650818,-1
568079278505463808,-1
568068513224654848,0
568068214325784576,1
568064123621093377,1
568061922265804802,0
568059129601724416,1
568058610296565760,1
568054702635483136,0
568053134439788546,0
568050777744379904,1
568017135236022273,-1
568011935347838977,0
567972416846217216,-1
567972174398689280,-1
567971836321009664,-1
567971610801664000,-1
567946319349706753,-1
567908796917420032,1
567899492885745664,0
567893201719156736,1
567873698679623680,1
567858317831249920,1
567855171335626752,0
567849520781893632,-1
567849200295124992,0
567846970141716481,1
567845726220357632,0
567845203014377472,0
567829051559186432,0
567828603976597504,1
567823564167192576,1
567814795895787520,1
567813046811525120,1
567812402764374016,1
567811428779868160,0
567810209088847873,-1
567807967706488832,1
567807640660619267,0
567807288192290816,0
567807278964023296,0
567806905617281024,0
567806884191944705,1
567806872410161152,1
567806467974365184,1
567796863467839488,0
567792185832394752,-1
567787873778278400,1
567786760287096832,-1
567786199415136256,0
567785481161953280,0
567785191901376512,-1
567783687980367872,-1
567772685472915456,-1
567770107062284288,-1
567769981128282113,1
567767269120688128,0
567762071258152960,1
567759012806029312,1
567755402943930368,0
567753757702647810,1
567748973910163457,-1
567745903474540545,-1
567744381432516608,-1
567742937325260801,0
567742578561650688,1
567742148603170816,0
567735941846937600,0
567728227465310208,0
567727292739092480,1
567726092518031360,0
570307876897628160,1
570307847281614848,1
570307109704900608,-1
570307026263384064,-1
570306733010264064,1
570306217001799680,-1
570305603056349184,0
570304912468402177,-1
570302375510056960,0
570302023993831425,-1
570301670892146688,0
570299889688702976,1
570299819610251265,1
570299388670701568,0
570299182310944768,-1
570298918971576320,-1
570298455068971008,-1
570298411582394368,1
570298027103162368,0
570298018685165568,-1
570297970891075584,0
570296556852789250,0
570295795985080320,-1
570294743684517888,1
570294445020733440,0
